Greece - Griechenland : 1986 Greek Gods / MNH
1939 Germany Reich, CV 60 EUR (Full Set, MNH)
GB KGVI 1948 £1 brown SG478b UM/MNH
(OC413) Thailand MNH stamps mi#331-339
France 1977 Flowers and Gardening 1.70fr Sc1536 Imperf Color Proof MNH
France 1970 Hand Reaching for Freedom 45c Sc1282 Imperf Color Proof MNH
TAIWAN 1960 - 1962 Art sets MNH** Scott#1261-1264 1355-1358 TOP SET °js22/bb503
[G14770] Greece 1960 olympics complete set very fine MNH stamps in blocs of 4
[103668] Norway 2001 Good set Very Fine MNH stamps
[20213] Mauritania BIRDS good set of stamps very fine MNH
[87424] Mali 1961 good set Very Fine MNH Airmail stamps
[86315] Sweden 1995 Greta Garbo good complete booklet Very Fine MNH
